full_text,text_clean,label
"2024 nanti ganjar pranowo jadi presiden,prabowo dan anis akan nganggur..catat..!!!",ganjar pranowo jadi presiden prabowo anis tidakpunyapekerjaan catat,1
Ganjar Pranowo Pemimpin Terbaik GanjarCapres,ganjar pranowo pimpin baik ganjarcapres,1
"@VIVAcoid Seorang, ingat,seorang, seorang milenial yg ngomong gitu, seorang milenial PENJILAT,cicik nya gitu, Jend Sudirman taruhan nyawa ngusir penjajah Ganjar apa prestasi nya,dgn bangga mengatakan salah saya apa klo lihat bokeb",orang ingat orang orang milenial bicara gitu orang milenial jilat cicik gitu jendral sudirman taruh nyawa ngusir jajah ganjar prestasi bangga kata salah kalau lihat bokeb,2
@hutahur1 @NGM_007 @Joker_Wedoks @gtobing2903 @Yudiantiyaman @putri_Aalona @Andrikosasih @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan Gak malu ngaku pendukung pak Ganjar...   Tapi setress ??,malu aku dukung ganjar setre,2
Ganjar Pranowo Pemimpin Terbaik GanjarCapres,ganjar pranowo pimpin baik ganjarcapres,1
"Ganjar Pranowo Kenalkan Kemeja Garis Hitam Putih Sebagai Baju Kampanye, Relawan Prabowo: Kita Juga Ada! https://t.co/gCW9ZK583m",ganjar pranowo kenal kemeja garis hitam putih baju kampanye rawan prabowo juga,0
"@Cintada16 @jokowi Pak Ganjar mohon bapak jangan terlalu mengekor ke pak Jokowi, tunjukkan keoriginalan dirimu pak Ganjar...bapak pasti Bisa, jadilah diri sendiri.  Bapak banyak yg dukung bukan krn telujuk pak President..., Haayuuuu Pak Ganjar...ini waktumu",ganjar mohon bapak jangan terlalu ekor jokowi tunjuk keoriginalan diri ganjar bapak bisa jadi diri sendiri bapak banyak dukung bukan telunjuk presiden haayuuuu ganjar waktu,1
"Ganjar Pranowo membahas pembangunan IKN Nusantara serta isu pendidikan dengan para Masyayikh dan Habaib se-Indoensia di Ponpes Al-Anwar Rembang, Jawa Tengah. #ganjarpranowo2024 #ganjarpresiden2024 https://t.co/ahrzkxtdDz",ganjar pranowo bahas bangun nusantara didik para masyayikh habaib indoensia pondokpesantren anwar rembang jawa tengah,1
Ganjar Pranowo pemimpin yang dekat dengan para ulama. #ganjarpranowo2024 #ganjarpresiden2024 https,ganjar pranowo pimpin dekat para ulama,1
Ganjar Pranowo bahas masa depan bangsa bersama Masyayikh Se-Indonesia yang dihadiri Gus Mus dan Gus Baha. #ganjarpranowo2024 #ganjarpresiden2024 https,ganjar pranowo bahas masa depan bangsa sama masyayikh indonesia hadir baha,1
Ini Kata Direktur Eksekutif Charta Politik Yunarto Wijaya soal Jokowi Desain Baju Kampanye Ganjar https,kata direktur eksekutif charta politik yunarto wijaya soal jokowi desain baju kampanye ganjar,0
@Cokrays @Puspen_TNI @tni_ad @_TNIAU @_TNIAL_ ?????? iya iya terserah dah andalan nya tulisan MENHAN nanti balihonya P Ganjar diganti  GUBERNUR JATENG jgn dicopot/bongkar ya ?????? itu kan juga enggak nyebut CAPRES   gak ada kampanye juga ??,serah andal tulis menhan baliho ganjar ganti gubernur jateng jangan copot bongkar tidak nyebut capres kampanye,0
"Dimintai tanggapan tentang nama-nama juru kampanye Ganjar ada yang berasal dari kalangan muda di antaranya dia dan putra tunggal Ganjar, Muhammad Zinadine Alam Ganjar atau Alam Ganjar, Gibran mengiyakan. #GibranKampanyekanGanjar   https://t.co/mfX3ed8bxE�",minta tanggap nama nama juru kampanye ganjar asal kalang muda antara putra tunggal ganjar muhammad zinadine alam ganjar alam ganjar gibran iya,0
Ganjar Pranowo bahas isu pendidikan dan pembangunan IKN Nusantara. #ganjarpranowo2024 #ganjarpresiden2024 https,ganjar pranowo bahas didik bangun nusantara,1
Ganjar Pranowo Mengaku Mendapatkan Pesan Khusus dari Presiden Jokowi https,ganjar pranowo aku dapat pesan khusus presiden jokowi,0
@Werkudoro2024 @Puspen_TNI @tni_ad @_TNIAU @_TNIAL_ ???? iya iya terserah dah andalan argumen nya  hanya karena ada tulisan MENHAN trus gak ada unsur kampanye ????  nanti klo gantian balihonya P Ganjar diganti Ada tulisan GUBERNUR JATENG jgn dicopot/bongkar ya ???? itu kan juga enggak nyebut CAPRES  gak ada unsur kampanye juga ??,serah andal argumen karena tulis menhan terus unsur kampanye kalau ganti baliho ganjar ganti tulis gubernur jateng jangan copot bongkar tidak nyebut capres unsur kampanye,0
Semangat Anti Korupsi Pak Ganjar Pranowo #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https,semangat anti korupsi ganjar pranowo,1
Ganjar mah ttap ganjar sebelah noolll besar,ganjar ttap ganjar belah noolll besar,2
Ganjar Pranowo berikan progam sekolah gratis. https,ganjar pranowo ikan progam sekolah gratis,1
"Ganjar Pranowo tingkatkan IPM Jateng, dengan Program SMKN Gratis bagi siswa kurang mampu #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https://t.co/EkAqYyu0Ph",ganjar pranowo tingkat jateng program smkn gratis siswa kurang mampu,1
Wali Kota Solo�Gibran�Rakabuming Raka menyatakan kesiapannya menjadi juru�kampanye�Ganjar�Pranowo yg akan diusung PDIP sebagai calon presiden (capres) dalam Pemilihan Presiden (Pilpres) 2024.   #GibranKampanyekanGanjar   https,wali kota solo gibran rakabuming raka nyata kesiap jadi juru kampanye ganjar pranowo akan usung pdip calon presiden capres pilih presiden pilpres,1
Presiden Jokowi adalah mentor pemerintahan Ganjar Pranowo #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https,presiden jokowi mentor perintah ganjar pranowo,0
Ganjar menyebutkan desa natikorupsi di Jateng bentuk dukungan kepada KPK #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https,ganjar sebut desa natikorupsi jateng bentuk dukung,0
"Ganjar Pranowo tekankan prinsip tidak berbohong, tidak korupsi https://t.co/oaaMtGNvjU",ganjar pranowo tekan prinsip bohong korupsi,1
Ganjar Pranowo lanjutkan tonggak kepemimpinan Indonesia #GanjarBawaKemajuan #GanjarFor2024  #DukungGanjar https,ganjar pranowo lanjut tonggak pimpin indonesia,1
Ganjar Pranowo memerangi Korupsi #GanjarBawaKemajuan #GanjarFor2024  #DukungGanjar https,ganjar pranowo rang korupsi,1
"@KakekHalal Kepada kader� di seluruh Indonesia @PDI_Perjuangan, coba kalian lihat, baliho� ganjar selalu berpasangan dgn jkw. Soekarno dan Megawati sdh di lupakan dia. Dia hny penumpang yg hny butuh kendaraan.",kader seluruh indonesia coba kalian lihat baliho ganjar selalu pasang jokowi soekarno megawati lupa tumpang hanya butuh kendara,2
"Seluruh Program Jokowi harus kita kawal dan Lanjutkan, Ganjar Pranowo paling pantas meneruskan kepemimpinan Jokowi #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https://t.co/tzPtOcvI0g",seluruh program jokowi kita kawal lanjut ganjar pranowo paling pantas terus pimpin jokowi,1
Ganjar Pranowo tekankan prinsip komitmen anti korupsi. #ganjarpranowo2024 #ganjarpresiden2024 https,ganjar pranowo tekan prinsip komitmen anti korupsi,1
@shupesyaru Baca beritanya drun....  TP udah siap jadi jurkam pak Ganjar Pranowo ??????,baca berita kadrun sudah siap jadi jurkam ganjar pranowo,0
"(Gibran/Walikota Solo, Bobby Nasution/Walikota Medan, Kaesang/Didorong untuk Walikota Depok, dst), tapi juga �cawe-cawe� kepada Prabowo Subianto (Menhan dan Capres 2024) dan Ganjar Pranowo (Capres PDIP).",gibran walikota solo bobby nasution walikota medan kaesang dorong walikota depok danseterusnya juga cawe cawe prabowo subianto menhan capres ganjar pranowo capres pdip,0
@KikiDaliyo @Puspen_TNI @_TNIAU Jangan2 netral hanya utk Ganjar.,jangan netral untuk ganjar,0
Ganjar Pranowo tingkatkan IPM  Jateng. https,ganjar pranowo tingkat jateng,1
Ganjar - Airlangga Gimana? Mantab Gak Lur? #AirlanggaHartarto #GolkarIndonesia #Golkar #ganjarpranowo #pdip https,ganjar airlangga bagaimana mantab,0
"Hasil 17 Survei Terbaru Capres 2024: Prabowo Unggul 13, Ganjar 4 https://t.co/1q5NVeUe6W https://t.co/Q4rfWBLGbg",hasil survei baru capres prabowo unggul ganjar,0
Masyarakat menilai Ganjar Pranowo semakin dipercaya lanjutkan tonggak kepemimpinan Indonesia. #ganjarpranowo2024 #ganjarpresiden2024 https,masyarakat nilai ganjar pranowo makin percaya lanjut tonggak pimpin indonesia,1
"@Darmawan_bs @ganjarpranowo Ganjar Gass PooL Tegak lurus, nasinalis danBerani",ganjar pool tegak lurus nasinalis danberani,1
Ganjar sebut Desa Antikorupsi di Jateng bentuk dukungan kepada KPK. #ganjarpranowo2024 #ganjarpresiden2024 https,ganjar sebut desa antikorupsi jateng bentuk dukung,0
Inovasi Ganjar memang terbaik #GanjarBawaKemajuan #GanjarFor2024  #DukungGanjar https,inovasi ganjar memang baik,1
Presiden Jokowi adalah mentor pemerintahan Ganjar Pranowo. #ganjarpranowo2024 #ganjarpresiden2024 https,presiden jokowi mentor perintah ganjar pranowo,0
Ganjar Pranowo tingkatkan IPM Jateng. #ganjarpranowo2024 #ganjarpresiden2024 https,ganjar pranowo tingkat jateng,1
"@Chynthia_K Heii Budiman S, emang kau siapa sehingga bisa berkata seperti itu...., Jokowi sekalipun akan saya lawan kalau dia dukung Prabowo...saya tetap Dukung Ganjar Pranowo pimpin NKRI 2024-2029.",heii budiman memang kamu siapa bisa kata jokowi sekalipun lawan kalau dukung prabowo saya tetap dukung ganjar pranowo pimpin nkri,1
"Banyak sdh kader PDI-P menyatakan ganjar pranowo blm levelnya presiden, baik secara tersirat maupun tersurat, mulai dari trimedya, efendi simbolon sampai yg terbaru budiman sudjatmiko. Mereka ogah mengampanyekan orang yg kualitasnya di bawah mereka. Kalau buzzer mah tahan malu!",banyak kader nyata ganjar pranowo level presiden baik sirat maupun surat mulai trimedya efendi simbolon baru budiman sudjatmiko tidakmau kampanye orang yang kualitas bawah kalau buzzer tahan malu,2
"Selamat Malam, Salam Satu Ganjar!! https://t.co/aCkYxzSODY",selamat malam salam satu ganjar,1
"@wongAyoe2021 @ganjarpranowo Perhatian adalah bukti keyakinan pilihan Hati, dan Hitam Putih simbol para relawan tidak bersikap abu-abu dalam menentukan pilihan dukungan serta menggambarkan sifat Ganjar Pranowo yg tegak lurus dan selalu konsisten terhadap UUD 1945,NKRI dan Pancasila #TerusMajuBersamaGanjar",perhati bukti yakin pilih hati hitam putih simbol rawan sikap tentu pilih dukung gambar sifat ganjar pranowo tegak lurus selalu konsisten nkri pancasila,1
@tvOneNews Cocok jadi bacawapres den ganjar,cocok jadi bacawapres ganjar,0
"Bursa Cawapres Ganjar Terbaru, Puan: Nama sudah Mengerucut, Kode Andika Perkasa hingga Hasil Survei  #Pilpres2024 #capres #cawapres #Ganjar #Puan #AndikaPerkasa  https://t.co/yC4AFCRD4s lewat @tribunkaltim",bursa cawapres ganjar baru puan nama kerucut kode andika perkasa hingga hasil survei lewat,0
@AndiSinulingga ga masalah orang lain...menderita karena kesemena2an nya ....itu pasti prinsip Ganjar..,masalah orang derita semena prinsip ganjar,2
Ganjar Beri Kiat Mengelola Dan Mengembangkan Desa Wisata Kepada Wali Kota Dan Jajaran Pemkot Pariaman  Barbie BRICS Freya Oppenheimer Anna Binus Top 5 Lombok Marlo PT Vale Suzy Margot Robbie Van de Beek harry styles London Milan Cakra Khan hobi Nolan https,ganjar beri kiat kelola kembang desa wisata wali kota jajar pemerintahkota pariaman brics anna bus lombok marlo suzy margot robbie beek harry styles london mil cakra hobi nol,1
Ganjar Pranowo semakin dipercaya https,ganjar pranowo makin percaya,1
Ganjar Pranowo pemimpin yang dekat dengan para ulama,ganjar pranowo pimpin dekat para ulama,1
"Kenapa Harus Memilih Pak Ganjar Pranowo sebagai Capres RI? �Pak Ganjar akan melanjutkan pembangunan &amp  Program2 Presiden Jokowi. �Pak Ganjar Pemimpin Muda yg Good Looking, Energetik, Sabar &amp  Merakyat. �Jg sosok Suami &amp  Ayah yg baik bagi keluarganya dll. Pokoknya Tetap Ganjar?? https://t.co/Tn5ZppPQXX",harus pilih ganjar pranowo capres ganjar lanjut bangun program presiden jokowi ganjar pimpin muda good looking energetik sabar rakyat sosok suami ayah baik keluarga danlain-lain pokok tetap ganjar,1
- Selamat Tahun baru Islam 1445 H -  #MomentumRenungan #PerjalananHidup #PerbaikiDiri #KuatkanIman #SyukuriNikmat #TahunBaruIslam1445H #GanjarPranowo #KomunitasMilenialGanjar #KOLEGA,selamat tahun baru islam,0
@Joker_Wedoks @DJoker_GinOngs @NGM_007 @gtobing2903 @Yudiantiyaman @putri_Aalona @Andrikosasih @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan Cie giftnya itu2 aja ???? pendukung ganjar dungu gua udh ngomong baik2 dia malah menjadi jadi gua udh kasih bukti dia gak terima ciri2 pendukung anies ya begini gak berbobot,giftnya dukung ganjar dungu udah bicara baik bahkan jadi jadi udah kasih bukti terima ciri dukung anies begini bobot,2
"Ganjar Blusukan Cek Revitalisasi Pasar Wonolopo: Hasilnya Sudah Oke!  Terima Kasih Pak Ganjar""  Barbie BRICS Freya Oppenheimer Anna Binus Top 5 Lombok Marlo PT Vale Suzy Margot Robbie Van de Beek harry styles London Milan Cakra Khan hobi Nolan https://t.co/pBI7QR8sL4""",ganjar blusukan revitalisasi pasar wonolopo hasil terima kasih ganjar brics anna bus lombok marlo suzy margot robbie beek harry styles london mil cakra hobi nol,1
Ganjar Pranowo Revitalisasi 84 Pasar Dengan Anggaran Rp390 Miliar Lebih. Pemimpin Yang Sudah Teruji Berbuat Untuk Rakyat  Barbie BRICS Freya Oppenheimer Anna Binus Top 5 Lombok Marlo PT Vale Suzy Margot Robbie Van de Beek harry styles London Milan Cakra Khan hobi Nolan https,ganjar pranowo revitalisasi pasar anggar miliar lebih pimpin sudah uji buat rakyat brics anna bus lombok marlo suzy margot robbie beek harry styles london mil cakra hobi nol,1
@BosPurwa @ganjarpranowo wasalah warna ga pp .yg penting otaknya lah .kan otak ganjar otak bokeh,wasalah warna pulangpergi penting otak otak ganjar otak bokeh,2
"Kalah star lg dahhh...pasti lg bingung nihh  tetangga, pilih pakai baju apa untuk ciri khas pendukungnya, kota2 milik pak JOKOWI...hitam putih milik pak GANJAR ...mungkin ga buat mereka orange  atau warna pelangi",kalah star dahhh lagi bingung nihh tetangga pilih pakai baju ciri khas dukung kota milik jokowi hitam putih milik ganjar mungkin buat orange warna pelangi,2
Seluruh program Jokowi harus kita kawal dan lanjutkan - Ganjar Pranowo https,seluruh program jokowi kita kawal lanjut ganjar pranowo,1
"Gelombang Dukungan Generasi Milenial Semakin Besar, Ganjar Siap Wujudkan Bonus Demografi Yang Berkualitas  Barbie BRICS Freya Oppenheimer Anna Binus Top 5 Lombok Marlo PT Vale Suzy Margot Robbie Van de Beek harry styles London Milan Cakra Khan hobi Nolan https://t.co/sOJSnflIj3",gelombang dukung generasi milenial makin besar ganjar siap wujud bonus demografi kualitas brics anna bus lombok marlo suzy margot robbie beek harry styles london mil cakra hobi nol,1
@KompasTV Ganjar Cuma ngejar sensasi.. Tidak berpikir jauh kedepan.. Efek yg ditimbulkan.,ganjar cuma ngejar sensasi pikir jauh depan efek timbul,2
@jansen_jsp Gak usah banyak cincong.... Intinya Calon RI.1 yang paling Pantas dan paling siap adalah GANJAR PRANOWO.  Sementara Yang lain masih sibuk menghapus Jejak masa lalu nya. https,perlu banyak bawel inti calon paling pantas paling siap ganjar pranowo yang masih sibuk hapus jejak masa lalu,1
4 Survei Terbaru Capres Menuju Pilpres 2024. Milenial Merapat Dan Bersiap All In Ke Ganjar Pranowo  Barbie BRICS Freya Oppenheimer Anna Binus Top 5 Lombok Marlo PT Vale Suzy Margot Robbie Van de Beek harry styles London Milan Cakra Khan hobi Nolan https,survei baru capres tuju pilpres milenial rapat siap ganjar pranowo brics anna bus lombok marlo suzy margot robbie beek harry styles london mil cakra hobi nol,1
"@seruanhl Ini adalah strategi PDIP untuk menaikan elektabilitas pak Prabowo, apa bila suara pemilih Prabowo naik otomatis pemilu putaran kedua akan di isi dengan Ganjar dan prabowo. Baru disitulah pak Prabowo akan kalah di putaran ke dua.",strategi pdip naik elektabilitas prabowo bila suara pilih prabowo naik otomatis milu putar dua dengan ganjar prabowo baru situ prabowo kalah putar,0
@Gus_Raharjo @ganjarpranowo ganjar kasian dech loe ??,ganjar kasi kamu,2
Pandawa Ganjar Gelar Kompetisi Bulu Tangkis untuk Anak Muda Kalimantan - https,pandawa ganjar gelar kompetisi bulu tangkis anak muda kalimantan,0
Jleb banget pesann dari Jokowi tuk sebuah design baju Ganjar Pranowo. Hitam putih adalah keberanian. Hitam putih adalah sikap untuk tidak menjadi abu-abu. Sebuah keputusan tuk berkata ya atau tidak.  Kamu Sudah siap jadi generasi Hitam putih?  Katakan tidak pada Generasi Abu-Abu https,jleb banget pesann jokowi buah design baju ganjar pranowo hitam putih berani hitam putih sikap jadi buah putus kata tidak kamu siap jadi generasi hitam putih kata tidak pada generasi,1
@shupesyaru Emangnya Trimedya Panjaitan masih berani mbacot ? Setelah PDI-P secara resmi mengusung pak Ganjar Pranowo? ???????? https,memang trimedya panjaitan berani bicara cara resmi usung ganjar pranowo,2
Ganjar ini mah.,ganjar,0
"@AirinDatangLagi @ganjarpranowo anies aja lah. jakarta terbukti maju dipimpin beliau. kalo jakarta bisa, insyaAllah Indonesia juga bisa.. Yg mo tetep pilih ganjar monggo, itu pilihan masing2.",anies jakarta bukti maju pimpin beliau jakarta insyaallah indonesia bisa tetap pilih ganjar monggo pilih masing,1
"Dari Warganya Ganjar Di Kota Semarang Saja Mrk KOMPAK Mendukung Anies Baswedan Menjadi Presiden 2024. Fakta, SUARA HATI NURANI Adlh Kebenaran. Suara Rakyat Tak Dpt Di Beli. Suara Ketulusan Utk Anies Pemimpin Amanah.  Lihat video rusaknyakeadilann! #TikTok https://t.co/qN4Uuv2d1y",warga ganjar kota semarang mereka kompak dukung anies baswedan jadi presiden fakta suara hati nurani benar suara rakyat dapat beli suara tulus anies pimpin amanah lihat video rusaknyakeadilann,1
"@ganjarpranowo Pak ganjar ini kayaknya satu-satunya capres yang gak punya ide atau gagasan. Apa-apa pak jokowi, semua2nya pak jokowi, memuji setinggi langit pak jokowi. Terus dia jadi capres bisa apa? Mau di buat seperti apa Indonesia? Gak punya nilai jual selain jualan nama pak jokowi tok.",ganjar seperti satu satu capres punya gagas jokowi semua jokowi puji setinggi langit jokowi terus jadi capres buat indonesia punya nilai jual jual nama jokowi,2
"Resmikan Posko Ganjar Presiden, Kader PDIP Surabaya Dicurhati Jalan Kampung Rusak. ??  Pendirian posko-posko Calon Presiden RI 2024, Ganjar Pranowo, yang diusung PDI Perjuangan, terus� #PolitikPemerintahan #ganjar #PDIPSurabaya via @beritajatimcom https://t.co/GvaszBcJf6",resmi posko ganjar presiden kader pdip surabaya dicurhati jalan kampung rusak diri posko posko calon presiden ganjar pranowo usung juang terus,0
@UyokBack @budimandjatmiko Semua krn Bukit Algoritma. Mangkrak di jaman Jokowi. Prabowo mungkin mau lanjutin. Ganjar = Jokowi fokus ke IKN.,semua bukit algoritma mangkrak jaman jokowi prabowo mungkin lanjutin ganjar jokowi fokus,0
@DJoker_GinOngs @NGM_007 @Joker_Wedoks @gtobing2903 @Yudiantiyaman @putri_Aalona @Andrikosasih @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan @DJoker_GinOngs nah berati lu pendukung si anies dong !?? Gue lbih salut sama pendukung ganjar seprti bang staff muchlsin dan pendukung ganjar lain gak cacing kepansan kayak lu,berat kamu dukung anies lebih salut sama dukung ganjar seprti staff muchlsin dukung ganjar cacing panas kamu,1
"@Dennysiregar7 @yunartowijaya @ch_chotimah2 @Miduk17 @KakekHalal @WagimanDeep212_   Setlh E Simbolon, skrng Budiman S memuji Prabowo, ada apa dgn Ganjar?  Apakah betul menurut Trimedia Panjaitan, Ganjar tdk punya prestasi apa2 dan bakal kalah di pilpres nanti?  @Yurissa_Samosir https://t.co/s7kIqU4vn2",setlh simbolon sekarang budiman puji prabowo ganjar betul trimedia panjaitan ganjar punya prestasi bakal kalah pilpres,2
